ranking,waku,umaban,bamei,bamei_url,sexage,handicap,jockey,jockey_url,racetime,difference,popular,odds,furlong3,corner_rank,stable,trainer,trainer_url,weight,weight_change,race_id
6,5,9,ゲンパチレオニダス,https://db.netkeiba.com/horse/2019103246,牡2,55.0,丸山,https://db.netkeiba.com/jockey/01127/,1:25.4,2,5,8.5,35.9,2-2,栗東,牧浦,https://db.netkeiba.com/trainer/01113/,462,0,202105040405
6,5,10,シュホ,https://db.netkeiba.com/horse/2019105341,牝2,54.0,横山典,https://db.netkeiba.com/jockey/00660/,1:25.4,2,10,23.1,35.4,5-8,美浦,尾関,https://db.netkeiba.com/trainer/01103/,406,0,202105040405
8,7,15,アイスケイブ,https://db.netkeiba.com/horse/2019105024,牝2,54.0,石橋脩,https://db.netkeiba.com/jockey/01077/,1:25.5,1/2,7,21.4,35.1,11-12,美浦,高柳瑞,https://db.netkeiba.com/trainer/01118/,422,0,202105040405
9,6,11,タイニープライド,https://db.netkeiba.com/horse/2019104824,牝2,54.0,藤岡佑,https://db.netkeiba.com/jockey/01093/,1:25.7,1.1/4,3,6.3,35.5,9-11,栗東,杉山佳,https://db.netkeiba.com/trainer/01178/,438,0,202105040405
10,6,12,ワンサイドラヴ,https://db.netkeiba.com/horse/2019106891,牝2,54.0,野中,https://db.netkeiba.com/jockey/01158/,1:25.7,クビ,16,132.7,35.9,7-4,美浦,奥村武,https://db.netkeiba.com/trainer/01145/,426,0,202105040405
11,7,13,アマゾナイト,https://db.netkeiba.com/horse/2019102042,牝2,54.0,大庭,https://db.netkeiba.com/jockey/01061/,1:25.9,1.1/4,14,98.3,36.1,11-4,美浦,松永康,https://db.netkeiba.com/trainer/01093/,420,0,202105040405
12,2,4,オプティミストゥ,https://db.netkeiba.com/horse/2019101108,牡2,55.0,吉田豊,https://db.netkeiba.com/jockey/00733/,1:25.9,アタマ,9,22.4,36.0,9-8,美浦,戸田,https://db.netkeiba.com/trainer/01054/,470,0,202105040405
13,3,6,フォーンリリー,https://db.netkeiba.com/horse/2019103884,牝2,54.0,菅原明,https://db.netkeiba.com/jockey/01179/,1:26.3,2.1/2,13,76.5,35.9,11-12,美浦,宗像,https://db.netkeiba.com/trainer/00420/,406,0,202105040405
14,4,7,ブリラーノ,https://db.netkeiba.com/horse/2019102783,牝2,54.0,黛,https://db.netkeiba.com/jockey/01109/,1:26.5,1.1/4,18,229.0,34.9,18-18,美浦,青木,https://db.netkeiba.com/trainer/01156/,480,0,202105040405
15,8,17,ウイングスオブラヴ,https://db.netkeiba.com/horse/2019106615,牡2,55.0,秋山真,https://db.netkeiba.com/jockey/01019/,1:26.5,クビ,8,21.7,35.8,15-15,栗東,武幸,https://db.netkeiba.com/trainer/01160/,466,0,202105040405
16,8,18,ヒドゥンキング,https://db.netkeiba.com/horse/2019106716,牡2,55.0,原田和,https://db.netkeiba.com/jockey/01143/,1:26.5,クビ,17,167.9,35.1,17-17,美浦,伊藤大,https://db.netkeiba.com/trainer/01109/,454,0,202105040405
17,7,14,キャンディドライヴ,https://db.netkeiba.com/horse/2019110112,牡2,54.0,☆木幡育,https://db.netkeiba.com/jockey/01167/,1:26.7,1.1/4,4,8.5,36.4,11-12,美浦,藤沢和,https://db.netkeiba.com/trainer/00386/,498,0,202105040405
18,2,3,レヴァンツォ,https://db.netkeiba.com/horse/2019102706,牝2,51.0,▲原,https://db.netkeiba.com/jockey/01184/,1:27.0,2,15,111.2,36.4,15-15,美浦,青木,https://db.netkeiba.com/trainer/01156/,458,0,202105040405
1,6,12,サンキューレター,https://db.netkeiba.com/horse/2018102345,牡3,55.0,石橋脩,https://db.netkeiba.com/jockey/01077/,1:37.0,,2,5.6,36.8,4-4,美浦,相沢,https://db.netkeiba.com/trainer/01020/,482,+2,202105040406
2,2,3,ギャリエノワール,https://db.netkeiba.com/horse/2018105436,牡3,55.0,横山武,https://db.netkeiba.com/jockey/01170/,1:37.2,1.1/4,1,1.7,37.3,1-1,美浦,萩原,https://db.netkeiba.com/trainer/01017/,506,+6,202105040406
3,8,15,ブルーカルセドニー,https://db.netkeiba.com/horse/2018102290,牝3,53.0,勝浦,https://db.netkeiba.com/jockey/01025/,1:37.4,1,9,32.0,36.4,10-12,美浦,小野,https://db.netkeiba.com/trainer/01125/,448,0,202105040406
4,4,8,クールマニワ,https://db.netkeiba.com/horse/2018106440,セ3,55.0,武士沢,https://db.netkeiba.com/jockey/01029/,1:37.4,クビ,6,21.4,36.2,13-14,美浦,高橋裕,https://db.netkeiba.com/trainer/00412/,480,-8,202105040406
5,5,10,ナリノペッパー,https://db.netkeiba.com/horse/2018104783,牡3,55.0,三浦,https://db.netkeiba.com/jockey/01122/,1:37.7,1.3/4,3,6.2,37.4,4-6,美浦,鹿戸,https://db.netkeiba.com/trainer/01097/,484,+6,202105040406
6,6,11,デンセツノマジョ,https://db.netkeiba.com/horse/2015105145,牝6,52.0,▲永野,https://db.netkeiba.com/jockey/01188/,1:38.1,2.1/2,8,28.4,37.3,10-10,美浦,菊沢,https://db.netkeiba.com/trainer/01115/,464,+4,202105040406
7,2,4,ペプチドオリバー,https://db.netkeiba.com/horse/2016102924,牡5,57.0,江田照,https://db.netkeiba.com/jockey/00689/,1:38.2,1/2,7,21.8,36.9,15-14,美浦,石毛,https://db.netkeiba.com/trainer/00428/,498,+18,202105040406
8,7,13,フクノラプラーニュ,https://db.netkeiba.com/horse/2018100049,牡3,55.0,小野寺,https://db.netkeiba.com/jockey/01123/,1:38.7,3,15,477.3,38.3,7-6,美浦,藤原辰,https://db.netkeiba.com/trainer/00435/,492,0,202105040406
9,8,16,タイセイアーメット,https://db.netkeiba.com/horse/2018101198,牡3,55.0,森一,https://db.netkeiba.com/jockey/01139/,1:38.8,1/2,5,20.6,38.2,8-8,栗東,浜田,https://db.netkeiba.com/trainer/01138/,468,-6,202105040406
10,3,6,エヌワイパフューム,https://db.netkeiba.com/horse/2016104330,牝5,55.0,柴田大,https://db.netkeiba.com/jockey/01009/,1:38.8,クビ,11,88.5,38.2,8-8,美浦,伊坂,https://db.netkeiba.com/trainer/01177/,536,-4,202105040406
11,7,14,カイザーソウル,https://db.netkeiba.com/horse/2017100439,牡4,57.0,丸山,https://db.netkeiba.com/jockey/01127/,1:39.1,1.1/2,10,70.9,39.0,3-2,美浦,矢野,https://db.netkeiba.com/trainer/01108/,500,0,202105040406
12,1,1,ディナミーデン,https://db.netkeiba.com/horse/2015102857,牡6,57.0,野中,https://db.netkeiba.com/jockey/01158/,1:39.2,1/2,12,208.4,38.1,13-12,美浦,田島,https://db.netkeiba.com/trainer/01112/,480,+4,202105040406
13,5,9,スズカビーチ,https://db.netkeiba.com/horse/2018101254,牝3,52.0,☆木幡育,https://db.netkeiba.com/jockey/01167/,1:39.3,1/2,14,372.3,37.7,16-16,美浦,柄崎,https://db.netkeiba.com/trainer/00380/,464,-2,202105040406
14,3,5,パノティア,https://db.netkeiba.com/horse/2018105515,牡3,55.0,菅原明,https://db.netkeiba.com/jockey/01179/,1:39.5,1.1/4,4,12.8,39.5,2-2,美浦,金成,https://db.netkeiba.com/trainer/01132/,524,+6,202105040406
15,1,2,ラグローリア,https://db.netkeiba.com/horse/2017103070,牝4,55.0,黛,https://db.netkeiba.com/jockey/01109/,1:39.6,3/4,13,327.6,38.7,10-10,美浦,辻,https://db.netkeiba.com/trainer/01182/,470,-6,202105040406
16,4,7,ジョイライド,https://db.netkeiba.com/horse/2018101425,牡3,52.0,▲原,https://db.netkeiba.com/jockey/01184/,1:41.3,10,16,543.3,41.1,4-4,美浦,伊藤伸,https://db.netkeiba.com/trainer/01031/,502,+6,202105040406
1,5,5,サトノフォーチュン,https://db.netkeiba.com/horse/2018104110,牡3,54.0,三浦,https://db.netkeiba.com/jockey/01122/,2:29.1,,2,5.2,35.4,7-7-7-6,美浦,国枝,https://db.netkeiba.com/trainer/00399/,504,+10,202105040407
2,8,10,タイフォン,https://db.netkeiba.com/horse/2018105477,牡3,54.0,田辺,https://db.netkeiba.com/jockey/01075/,2:29.3,1.1/4,3,6.0,36.2,1-1-1-1,栗東,森田,https://db.netkeiba.com/trainer/01142/,458,-8,202105040407
3,2,2,エクスインパクト,https://db.netkeiba.com/horse/2018104957,牡3,54.0,横山武,https://db.netkeiba.com/jockey/01170/,2:29.8,3,4,6.4,36.3,3-3-4-4,美浦,尾関,https://db.netkeiba.com/trainer/01103/,478,+2,202105040407
4,7,7,ヒシシュシュ,https://db.netkeiba.com/horse/2018104732,牝3,52.0,横山典,https://db.netkeiba.com/jockey/00660/,2:29.8,1/2,1,2.1,36.1,5-5-6-6,美浦,中舘,https://db.netkeiba.com/trainer/01153/,416,+2,202105040407
5,3,3,エクセレントラン,https://db.netkeiba.com/horse/2017105910,セ4,57.0,秋山真,https://db.netkeiba.com/jockey/01019/,2:30.1,1.3/4,7,36.3,36.0,7-7-8-8,美浦,大江原,https://db.netkeiba.com/trainer/01012/,482,-2,202105040407
6,6,6,ビーマイセルフ,https://db.netkeiba.com/horse/2018106606,牝3,52.0,江田照,https://db.netkeiba.com/jockey/00689/,2:30.4,1.1/2,8,36.9,35.9,9-9-9-10,美浦,萱野,https://db.netkeiba.com/trainer/01024/,454,+18,202105040407
7,7,8,ナミブ,https://db.netkeiba.com/horse/2016100742,セ5,54.0,▲永野,https://db.netkeiba.com/jockey/01188/,2:30.4,ハナ,9,46.0,36.9,5-5-4-4,美浦,南田,https://db.netkeiba.com/trainer/00437/,464,+10,202105040407
8,1,1,ウインリベルタ,https://db.netkeiba.com/horse/2016100255,牡5,54.0,▲原,https://db.netkeiba.com/jockey/01184/,2:30.7,1.3/4,6,12.7,37.3,4-3-3-3,美浦,青木,https://db.netkeiba.com/trainer/01156/,484,-6,202105040407
9,8,9,レナトゥス,https://db.netkeiba.com/horse/2018101605,牡3,52.0,△山田,https://db.netkeiba.com/jockey/01173/,2:30.8,1/2,10,150.0,36.5,10-10-9-9,美浦,松山,https://db.netkeiba.com/trainer/01100/,442,-2,202105040407
10,4,4,ジェニーアムレット,https://db.netkeiba.com/horse/2018105123,牝3,52.0,菅原明,https://db.netkeiba.com/jockey/01179/,2:31.5,4,5,8.5,38.2,2-2-2-2,栗東,池添学,https://db.netkeiba.com/trainer/01144/,444,-8,202105040407
1,4,8,ボンディマンシュ,https://db.netkeiba.com/horse/2016104822,セ5,57.0,藤岡佑,https://db.netkeiba.com/jockey/01093/,1:36.6,,4,11.2,34.8,5-7,栗東,中内田,https://db.netkeiba.com/trainer/01137/,498,+14,202105040408
2,7,14,クリーンスレイト,https://db.netkeiba.com/horse/2018100684,牡3,55.0,菅原明,https://db.netkeiba.com/jockey/01179/,1:36.6,クビ,2,3.4,34.2,14-14,美浦,久保田,https://db.netkeiba.com/trainer/01067/,480,0,202105040408
3,6,12,アリエノール,https://db.netkeiba.com/horse/2018104834,牝3,53.0,横山武,https://db.netkeiba.com/jockey/01170/,1:36.8,1.1/4,1,2.2,35.8,1-1,美浦,斎藤誠,https://db.netkeiba.com/trainer/01086/,422,+2,202105040408
4,8,15,グランツアーテム,https://db.netkeiba.com/horse/2018106693,牡3,55.0,吉田豊,https://db.netkeiba.com/jockey/00733/,1:36.9,1,5,16.6,35.0,10-9,美浦,中川,https://db.netkeiba.com/trainer/01081/,490,+14,202105040408
5,5,10,タイセイサムソン,https://db.netkeiba.com/horse/2018106428,牡3,55.0,横山典,https://db.netkeiba.com/jockey/00660/,1:37.2,1.3/4,3,5.7,35.3,10-9,美浦,奥村武,https://db.netkeiba.com/trainer/01145/,510,+14,202105040408
6,8,16,ストラテジーマップ,https://db.netkeiba.com/horse/2017104783,牡4,54.0,▲永野,https://db.netkeiba.com/jockey/01188/,1:37.3,クビ,6,26.2,35.1,13-12,美浦,菊沢,https://db.netkeiba.com/trainer/01115/,488,-4,202105040408
7,6,11,クレデンザ,https://db.netkeiba.com/horse/2017105055,牝4,55.0,石橋脩,https://db.netkeiba.com/jockey/01077/,1:37.4,3/4,8,29.6,35.0,16-14,栗東,辻野,https://db.netkeiba.com/trainer/01183/,454,0,202105040408
8,3,5,ジョディーズマロン,https://db.netkeiba.com/horse/2018101989,牡3,55.0,秋山真,https://db.netkeiba.com/jockey/01019/,1:37.5,3/4,11,62.1,35.8,5-7,栗東,北出,https://db.netkeiba.com/trainer/01078/,456,+6,202105040408
9,2,3,ヨンク,https://db.netkeiba.com/horse/2016102412,牡5,57.0,江田照,https://db.netkeiba.com/jockey/00689/,1:37.7,1.1/4,9,39.4,35.5,10-12,美浦,小笠,https://db.netkeiba.com/trainer/01076/,508,+8,202105040408
10,3,6,マーキュリーセブン,https://db.netkeiba.com/horse/2017105829,牡4,57.0,丸山,https://db.netkeiba.com/jockey/01127/,1:37.8,3/4,14,209.1,36.2,5-5,美浦,加藤士,https://db.netkeiba.com/trainer/01169/,460,+4,202105040408
11,2,4,ジェロボーム,https://db.netkeiba.com/horse/2017104317,牝4,55.0,三浦,https://db.netkeiba.com/jockey/01122/,1:38.0,1.1/4,10,52.5,35.4,14-16,美浦,古賀慎,https://db.netkeiba.com/trainer/01079/,506,+8,202105040408
12,1,2,スパイスマジック,https://db.netkeiba.com/horse/2015104534,セ6,56.0,☆木幡育,https://db.netkeiba.com/jockey/01167/,1:38.3,1.3/4,13,169.6,36.7,5-5,美浦,杉浦,https://db.netkeiba.com/trainer/01008/,474,+12,202105040408
13,1,1,モレッキ,https://db.netkeiba.com/horse/2014105860,セ7,57.0,田辺,https://db.netkeiba.com/jockey/01075/,1:38.3,ハナ,7,29.1,36.9,3-3,美浦,稲垣,https://db.netkeiba.com/trainer/01167/,492,+14,202105040408
14,4,7,ニシノアメイズ,https://db.netkeiba.com/horse/2016103481,牝5,52.0,▲原,https://db.netkeiba.com/jockey/01184/,1:38.5,1.1/4,15,242.5,37.1,3-3,美浦,松山,https://db.netkeiba.com/trainer/01100/,528,+4,202105040408
15,5,9,マイコレット,https://db.netkeiba.com/horse/2018101186,牝3,53.0,岩部,https://db.netkeiba.com/jockey/00726/,1:38.7,1,12,90.6,36.7,9-9,美浦,大江原,https://db.netkeiba.com/trainer/01012/,496,0,202105040408
16,7,13,ララロワ,https://db.netkeiba.com/horse/2015105928,セ6,57.0,野中,https://db.netkeiba.com/jockey/01158/,1:39.1,2.1/2,16,311.1,38.0,2-2,美浦,岩戸,https://db.netkeiba.com/trainer/01051/,518,+18,202105040408
1,6,7,ラヴアンドポップ,https://db.netkeiba.com/horse/2013100637,牡8,60.0,五十嵐,https://db.netkeiba.com/jockey/01069/,3:28.8,,6,23.0,13.4,2-2-2-3,美浦,岩戸,https://db.netkeiba.com/trainer/01051/,498,+10,202105040409
2,5,5,ホッコーメヴィウス,https://db.netkeiba.com/horse/2016102442,セ5,60.0,黒岩,https://db.netkeiba.com/jockey/01072/,3:28.9,3/4,3,7.1,13.4,1-1-1-1,栗東,清水久,https://db.netkeiba.com/trainer/01110/,470,+6,202105040409
3,4,4,オジュウチョウサン,https://db.netkeiba.com/horse/2011101125,牡10,62.0,石神,https://db.netkeiba.com/jockey/01059/,3:29.1,1.1/4,1,2.1,13.4,6-5-2-2,美浦,和田郎,https://db.netkeiba.com/trainer/01114/,510,0,202105040409
4,2,2,クラウンディバイダ,https://db.netkeiba.com/horse/2013103687,セ8,60.0,伴,https://db.netkeiba.com/jockey/01149/,3:31.2,大,8,44.1,13.6,7-7-6-6,美浦,天間,https://db.netkeiba.com/trainer/01090/,468,0,202105040409
5,6,8,アサクサゲンキ,https://db.netkeiba.com/horse/2015110032,セ6,60.0,熊沢,https://db.netkeiba.com/jockey/00652/,3:31.3,1/2,2,2.9,13.6,4-6-2-3,栗東,音無,https://db.netkeiba.com/trainer/01002/,474,+2,202105040409
6,1,1,ハルキストン,https://db.netkeiba.com/horse/2015103807,牡6,60.0,中村,https://db.netkeiba.com/jockey/01101/,3:32.0,4,10,95.1,13.6,8-8-8-8,栗東,浅見,https://db.netkeiba.com/trainer/00411/,470,+4,202105040409
7,8,12,マイティウェイ,https://db.netkeiba.com/horse/2016101490,牡5,60.0,上野,https://db.netkeiba.com/jockey/01087/,3:32.3,1.3/4,9,79.2,13.7,4-3-2-5,美浦,粕谷,https://db.netkeiba.com/trainer/01096/,486,0,202105040409
8,8,11,ヒロシゲセブン,https://db.netkeiba.com/horse/2015101212,牡6,60.0,白浜,https://db.netkeiba.com/jockey/01035/,3:33.6,8,4,11.2,13.7,9-9-9-9,栗東,北出,https://db.netkeiba.com/trainer/01078/,514,-14,202105040409
9,5,6,アースドラゴン,https://db.netkeiba.com/horse/2016106456,牡5,60.0,大江原,https://db.netkeiba.com/jockey/01120/,3:33.7,1,12,221.2,13.7,12-12-11-10,美浦,根本,https://db.netkeiba.com/trainer/01029/,486,-8,202105040409
10,7,10,シンキングダンサー,https://db.netkeiba.com/horse/2013103958,セ8,60.0,平沢,https://db.netkeiba.com/jockey/01067/,3:33.8,クビ,7,23.1,13.7,10-10-11-12,美浦,武市,https://db.netkeiba.com/trainer/01089/,470,+14,202105040409
11,7,9,コウユーヌレエフ,https://db.netkeiba.com/horse/2014109137,牡7,60.0,森一,https://db.netkeiba.com/jockey/01139/,3:33.8,クビ,5,13.3,13.7,3-3-7-7,栗東,斉藤崇,https://db.netkeiba.com/trainer/01151/,514,+6,202105040409
12,3,3,キタノテイオウ,https://db.netkeiba.com/horse/2015100493,牡6,60.0,草野,https://db.netkeiba.com/jockey/01113/,3:34.7,5,11,208.2,13.8,11-11-10-11,美浦,和田雄,https://db.netkeiba.com/trainer/01143/,458,-6,202105040409
1,2,4,サンライズラポール,https://db.netkeiba.com/horse/2017100358,牡4,57.0,三浦,https://db.netkeiba.com/jockey/01122/,1:23.1,,1,2.7,35.6,8-8,栗東,平田,https://db.netkeiba.com/trainer/01082/,508,-4,202105040410
2,1,1,フィールザファラオ,https://db.netkeiba.com/horse/2015104010,牡6,57.0,野中,https://db.netkeiba.com/jockey/01158/,1:23.3,1.1/2,6,16.1,35.2,14-14,美浦,岩戸,https://db.netkeiba.com/trainer/01051/,474,+2,202105040410
3,5,10,スカーレットスカイ,https://db.netkeiba.com/horse/2018100700,牝3,53.0,国分恭,https://db.netkeiba.com/jockey/01124/,1:23.3,ハナ,7,22.0,36.4,2-2,栗東,岡田,https://db.netkeiba.com/trainer/01066/,472,0,202105040410
4,3,6,エピックアン,https://db.netkeiba.com/horse/2015101257,牡6,57.0,田辺,https://db.netkeiba.com/jockey/01075/,1:23.5,3/4,4,11.0,35.7,10-10,美浦,大和田,https://db.netkeiba.com/trainer/01124/,514,-2,202105040410
5,4,8,ケイアイビリジアン,https://db.netkeiba.com/horse/2016103768,セ5,57.0,黛,https://db.netkeiba.com/jockey/01109/,1:23.6,1,14,57.1,35.8,10-10,美浦,奥平,https://db.netkeiba.com/trainer/01074/,522,+14,202105040410
6,4,7,オレンジペコ,https://db.netkeiba.com/horse/2017102808,牝4,55.0,藤岡佑,https://db.netkeiba.com/jockey/01093/,1:23.9,2,11,34.0,35.6,15-15,栗東,武英,https://db.netkeiba.com/trainer/01161/,482,-4,202105040410
7,8,15,ダイシンイナリ,https://db.netkeiba.com/horse/2017101731,牡4,57.0,秋山真,https://db.netkeiba.com/jockey/01019/,1:24.0,クビ,13,43.5,36.3,10-10,栗東,吉田,https://db.netkeiba.com/trainer/01101/,516,-2,202105040410
8,3,5,オルクリスト,https://db.netkeiba.com/horse/2016102081,牡5,57.0,江田照,https://db.netkeiba.com/jockey/00689/,1:24.0,アタマ,10,29.5,35.6,16-16,美浦,杉浦,https://db.netkeiba.com/trainer/01008/,486,-2,202105040410
9,6,12,シホノフォルテ,https://db.netkeiba.com/horse/2016104219,セ5,57.0,西村太,https://db.netkeiba.com/jockey/01131/,1:24.1,1/2,15,130.5,36.6,8-8,栗東,杉山佳,https://db.netkeiba.com/trainer/01178/,506,+26,202105040410
10,7,13,ストームガスト,https://db.netkeiba.com/horse/2016102082,牡5,57.0,菅原明,https://db.netkeiba.com/jockey/01179/,1:24.1,ハナ,3,5.5,37.0,2-3,栗東,寺島,https://db.netkeiba.com/trainer/01158/,466,+10,202105040410
11,2,3,ホッコーライデン,https://db.netkeiba.com/horse/2014101808,牡7,57.0,原,https://db.netkeiba.com/jockey/01184/,1:24.1,クビ,12,41.3,36.9,6-3,美浦,松永康,https://db.netkeiba.com/trainer/01093/,524,+4,202105040410
12,1,2,ファイアランス,https://db.netkeiba.com/horse/2017106572,牡4,57.0,石橋脩,https://db.netkeiba.com/jockey/01077/,1:24.1,アタマ,2,4.5,37.3,1-1,美浦,高橋祥,https://db.netkeiba.com/trainer/00359/,500,+6,202105040410
13,8,16,サンタナブルー,https://db.netkeiba.com/horse/2012102503,牡9,57.0,柴田未,https://db.netkeiba.com/jockey/01010/,1:24.3,1.1/4,16,134.5,36.5,13-10,美浦,和田雄,https://db.netkeiba.com/trainer/01143/,486,+2,202105040410
14,6,11,コパノマーキュリー,https://db.netkeiba.com/horse/2017106018,牡4,57.0,山田,https://db.netkeiba.com/jockey/01173/,1:24.4,1/2,9,28.4,37.0,6-7,栗東,村山,https://db.netkeiba.com/trainer/01107/,498,-6,202105040410
15,5,9,コウソクスピード,https://db.netkeiba.com/horse/2017104619,牡4,57.0,丸山,https://db.netkeiba.com/jockey/01127/,1:25.2,5,8,22.1,38.1,4-3,美浦,中舘,https://db.netkeiba.com/trainer/01153/,522,-4,202105040410
16,7,14,ファシネートゼット,https://db.netkeiba.com/horse/2017105502,牝4,55.0,勝浦,https://db.netkeiba.com/jockey/01025/,1:25.7,3,5,13.5,38.5,4-3,栗東,平田,https://db.netkeiba.com/trainer/01082/,494,+28,202105040410
1,1,2,パンサラッサ,https://db.netkeiba.com/horse/2017106711,牡4,56.0,吉田豊,https://db.netkeiba.com/jockey/00733/,2:00.0,,5,10.9,35.9,1-1-1,栗東,矢作,https://db.netkeiba.com/trainer/01075/,476,+6,202105040411
2,8,16,プレシャスブルー,https://db.netkeiba.com/horse/2014100063,牡7,56.0,勝浦,https://db.netkeiba.com/jockey/01025/,2:00.0,アタマ,13,36.7,34.0,18-18-17,美浦,相沢,https://db.netkeiba.com/trainer/01020/,430,-4,202105040411
3,5,10,ハーメティキスト,https://db.netkeiba.com/horse/2016104634,牡5,56.0,横山武,https://db.netkeiba.com/jockey/01170/,2:00.4,2.1/2,8,15.4,35.2,10-6-6,美浦,岩戸,https://db.netkeiba.com/trainer/01051/,462,+4,202105040411
4,6,12,レッドサイオン,https://db.netkeiba.com/horse/2016104672,セ5,56.0,木幡育,https://db.netkeiba.com/jockey/01167/,2:00.4,アタマ,14,62.8,35.0,8-9-10,美浦,藤沢和,https://db.netkeiba.com/trainer/00386/,432,-8,202105040411
5,3,6,シルヴァーソニック,https://db.netkeiba.com/horse/2016104946,牡5,56.0,石橋脩,https://db.netkeiba.com/jockey/01077/,2:00.6,1.1/4,7,11.6,35.6,5-4-3,栗東,池江,https://db.netkeiba.com/trainer/01071/,446,-6,202105040411
6,4,8,クラヴァシュドール,https://db.netkeiba.com/horse/2017100404,牝4,54.0,藤岡佑,https://db.netkeiba.com/jockey/01093/,2:00.7,3/4,3,7.3,34.8,16-15-17,栗東,中内田,https://db.netkeiba.com/trainer/01137/,466,-10,202105040411
7,7,15,ヤシャマル,https://db.netkeiba.com/horse/2017101201,牡4,56.0,菅原明,https://db.netkeiba.com/jockey/01179/,2:00.8,1/2,1,3.6,35.1,13-15-14,美浦,尾形,https://db.netkeiba.com/trainer/01141/,508,+2,202105040411
8,6,11,アフリカンゴールド,https://db.netkeiba.com/horse/2015101654,セ6,56.0,国分恭,https://db.netkeiba.com/jockey/01124/,2:00.9,1/2,16,73.9,35.5,5-9-10,栗東,西園,https://db.netkeiba.com/trainer/01028/,468,-4,202105040411
9,3,5,ココロノトウダイ,https://db.netkeiba.com/horse/2017105508,牡4,57.0,丸山,https://db.netkeiba.com/jockey/01127/,2:00.9,クビ,2,6.2,36.0,3-2-2,美浦,手塚,https://db.netkeiba.com/trainer/01038/,524,-4,202105040411
10,2,3,バレリオ,https://db.netkeiba.com/horse/2015105076,セ6,56.0,野中,https://db.netkeiba.com/jockey/01158/,2:01.0,クビ,15,67.9,35.3,13-13-14,美浦,相沢,https://db.netkeiba.com/trainer/01020/,498,-2,202105040411
11,5,9,コスモカレンドゥラ,https://db.netkeiba.com/horse/2016100763,牡5,56.0,柴田大,https://db.netkeiba.com/jockey/01009/,2:01.0,クビ,12,34.3,35.5,12-13-10,美浦,田中博,https://db.netkeiba.com/trainer/01162/,468,0,202105040411
12,4,7,ワールドウインズ,https://db.netkeiba.com/horse/2017104093,セ4,56.0,秋山真,https://db.netkeiba.com/jockey/01019/,2:01.2,3/4,6,11.0,36.2,2-2-3,栗東,武幸,https://db.netkeiba.com/trainer/01160/,460,-4,202105040411
13,2,4,ワンダープチュック,https://db.netkeiba.com/horse/2014103795,牡7,56.0,永野,https://db.netkeiba.com/jockey/01188/,2:01.4,1.1/4,10,31.8,35.7,16-15-14,栗東,河内,https://db.netkeiba.com/trainer/01072/,498,-6,202105040411
14,1,1,マイネルサーパス,https://db.netkeiba.com/horse/2016100723,牡5,58.0,黛,https://db.netkeiba.com/jockey/01109/,2:01.5,1/2,17,108.5,36.3,10-6-6,美浦,高木,https://db.netkeiba.com/trainer/01088/,486,0,202105040411
15,7,14,インビジブルレイズ,https://db.netkeiba.com/horse/2014106335,牡7,57.0,武士沢,https://db.netkeiba.com/jockey/01029/,2:01.7,1.1/2,18,134.2,36.4,8-9-9,栗東,吉村,https://db.netkeiba.com/trainer/01130/,476,+4,202105040411
16,8,17,アトミックフォース,https://db.netkeiba.com/horse/2016105093,牡5,57.0,田辺,https://db.netkeiba.com/jockey/01075/,2:01.8,クビ,4,9.4,36.6,5-6-6,美浦,武藤,https://db.netkeiba.com/trainer/01064/,484,+12,202105040411
17,8,18,サトノエルドール,https://db.netkeiba.com/horse/2016104319,牡5,57.0,三浦,https://db.netkeiba.com/jockey/01122/,2:01.8,ハナ,9,16.2,36.4,15-12-10,美浦,国枝,https://db.netkeiba.com/trainer/00399/,474,+4,202105040411
18,7,13,ジェネラーレウーノ,https://db.netkeiba.com/horse/2015101467,牡6,59.0,江田照,https://db.netkeiba.com/jockey/00689/,2:02.3,3.1/2,11,32.4,37.2,3-4-5,美浦,矢野,https://db.netkeiba.com/trainer/01108/,528,+6,202105040411
1,8,12,イルーシヴパンサー,https://db.netkeiba.com/horse/2018105402,牡3,55.0,田辺,https://db.netkeiba.com/jockey/01075/,1:35.2,,1,2.2,33.6,9-10,美浦,久保田,https://db.netkeiba.com/trainer/01067/,470,+4,202105040412
2,7,10,リフレイム,https://db.netkeiba.com/horse/2018110089,牝3,52.0,野中,https://db.netkeiba.com/jockey/01158/,1:35.3,1/2,4,9.0,34.9,1-1,美浦,黒岩,https://db.netkeiba.com/trainer/01133/,510,+9,202105040412
3,8,11,ショーヒデキラ,https://db.netkeiba.com/horse/2016102080,牡5,55.0,三浦,https://db.netkeiba.com/jockey/01122/,1:35.4,1,6,15.4,33.6,11-11,美浦,鈴木伸,https://db.netkeiba.com/trainer/01026/,492,+2,202105040412
4,6,8,モーベット,https://db.netkeiba.com/horse/2017105172,牝4,53.0,横山武,https://db.netkeiba.com/jockey/01170/,1:35.7,1.3/4,2,4.2,34.3,8-8,美浦,藤沢和,https://db.netkeiba.com/trainer/00386/,478,+8,202105040412
5,1,1,チビラーサン,https://db.netkeiba.com/horse/2016105858,牝5,53.0,丸山,https://db.netkeiba.com/jockey/01127/,1:36.0,1.3/4,8,23.7,33.9,12-12,美浦,中舘,https://db.netkeiba.com/trainer/01153/,446,+4,202105040412
